date,source,medium,campaign,uniquePageviews,bounces,timeOnPage,sessions,newUsers,pageviews,exits,sessionDuration,Inquiry,month,Impressions,Clicks
08/24/2017,FACEBOOK,LEADGEN,FY2018_Transfer,2,0,85,1,1,2,1,85,NA,2017-08,,
08/24/2017,FACEBOOK,PAGELINK,FY2018_Transfer,7,7,0,7,7,7,7,0,NA,2017-08,,
08/24/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,17,13,87,15,7,17,15,87,NA,2017-08,,
08/24/2017,google,cpc,FY2018_Undergrad,1,0,15,0,0,1,0,0,HS - Thank You,2017-08,,
08/24/2017,N9515.1355588DOUBLECLICK.COMBI25,DISPLAY,FY2017_Umbrella,2,1,0,2,2,4,2,0,NA,2017-08,,
08/24/2017,YOUTUBE,VIDEO,FY2018_YouTube,4,3,0,4,3,5,4,0,NA,2017-08,,
08/25/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/25/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,5,1,0,1,1,5,NA,2017-08,,
08/25/2017,DBM,DISPLAY,FY2018_Umbrella,9,8,0,9,9,11,9,0,NA,2017-08,,
08/25/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/25/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,335,2,0,6,2,335,NA,2017-08,,
08/25/2017,FACEBOOK,PAGELINK,FY2017_Transfer,4,3,526,4,0,5,4,526,NA,2017-08,,
08/25/2017,FACEBOOK,PAGELINK,FY2018_Transfer,8,8,0,8,8,8,8,0,NA,2017-08,,
08/25/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,19,16,506,19,16,22,19,506,NA,2017-08,,
08/25/2017,N9515.115091MAINETODAY.COM-PORTL,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/25/2017,N9515.133062BANGORDAILYNEWS0,DISPLAY,FY2018_Umbrella,2,2,0,2,0,2,2,0,NA,2017-08,,
08/26/2017,DBM,DISPLAY,FY2017_Umbrella,2,0,421,2,0,7,2,420,NA,2017-08,,
08/26/2017,DBM,DISPLAY,FY2018_Umbrella,17,13,150,15,13,18,15,150,NA,2017-08,,
08/26/2017,DBM,VIDEO,FY2018_Umbrella,10,1,553,3,3,10,3,552,NA,2017-08,,
08/26/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,2,0,298,2,0,4,2,298,NA,2017-08,,
08/26/2017,FACEBOOK,PAGELINK,FY2018_Transfer,10,10,0,10,10,10,10,0,NA,2017-08,,
08/26/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,29,27,30,29,20,31,29,30,NA,2017-08,,
08/27/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,5,1,0,2,1,5,NA,2017-08,,
08/27/2017,DBM,DISPLAY,FY2018_Umbrella,25,17,416,20,18,29,20,417,NA,2017-08,,
08/27/2017,FACEBOOK,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,0,1,1,0,NA,2017-08,,
08/27/2017,FACEBOOK,PAGELINK,FY2018_Transfer,11,11,0,11,11,11,11,0,NA,2017-08,,
08/27/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,45,40,165,43,35,49,43,165,NA,2017-08,,
08/27/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,3,3,0,3,2,3,3,0,NA,2017-08,,
08/28/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/28/2017,DBM,DISPLAY,FY2017_Umbrella,7,0,1470,2,0,15,2,1471,NA,2017-08,,
08/28/2017,DBM,DISPLAY,FY2018_Umbrella,14,14,0,14,14,14,14,0,NA,2017-08,,
08/28/2017,FACEBOOK,PAGELINK,FY2018_Transfer,8,7,4,8,8,9,8,4,NA,2017-08,,
08/28/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,43,32,478,39,22,50,39,479,NA,2017-08,,
08/28/2017,GMAIL,INBOX,FY2018_Gmail,5,2,58,5,1,15,5,58,NA,2017-08,,
08/28/2017,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-08,,
08/29/2017,DBM,DISPLAY,FY2018_Umbrella,25,17,113,18,18,25,18,113,NA,2017-08,,
08/29/2017,FACEBOOK,PAGELINK,FY2017_Courses,2,0,9,1,0,2,1,9,NA,2017-08,,
08/29/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-08,,
08/29/2017,FACEBOOK,PAGELINK,FY2018_Transfer,12,12,0,12,9,12,12,0,NA,2017-08,,
08/29/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,27,25,155,26,19,30,26,155,NA,2017-08,,
08/29/2017,GMAIL,INBOX,FY2018_Gmail,2,0,968,1,0,2,1,968,NA,2017-08,,
08/29/2017,google,cpc,FY2018_Graduate,1,0,8,0,0,1,0,0,GR - Thank You,2017-08,,
08/29/2017,google,cpc,FY2018_Online,1,0,13,0,0,1,0,0,OL - Thank You,2017-08,,
08/29/2017,google,cpc,FY2018_Transfer,1,0,64,0,0,2,0,0,CU - Thank You,2017-08,,
08/29/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-08,,
08/29/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/29/2017,PANDORA,DISPLAY,FY2018_Umbrella,2,2,0,2,0,2,2,0,NA,2017-08,,
08/30/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,10,1,0,2,1,10,NA,2017-08,,
08/30/2017,DBM,DISPLAY,FY2018_Umbrella,17,14,265,15,14,17,15,265,NA,2017-08,,
08/30/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/30/2017,FACEBOOK,PAGELINK,FY2018_Transfer,7,7,0,7,6,7,7,0,NA,2017-08,,
08/30/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,35,28,1119,33,23,40,33,1119,NA,2017-08,,
08/30/2017,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-08,,
08/30/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
08/30/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/31/2017,DBM,DISPLAY,FY2017_Umbrella,1,0,7,1,0,1,1,7,NA,2017-08,,
08/31/2017,DBM,DISPLAY,FY2018_Umbrella,13,11,105,12,11,13,12,105,NA,2017-08,,
08/31/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-08,,
08/31/2017,FACEBOOK,PAGELINK,FY2017_Courses,1,1,0,1,0,1,1,0,NA,2017-08,,
08/31/2017,FACEBOOK,PAGELINK,FY2018_Transfer,15,13,0,15,11,22,15,1,NA,2017-08,,
08/31/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,30,27,81,30,21,33,30,81,NA,2017-08,,
08/31/2017,google,cpc,FY2018_Transfer,1,1,0,1,0,1,1,0,CU - Thank You,2017-08,,
08/31/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-08,,
09/01/2017,DBM,DISPLAY,FY2018_Umbrella,15,13,4,14,12,15,14,4,NA,2017-09,,
09/01/2017,FACEBOOK,PAGELINK,FY2017_Transfer,1,1,0,1,0,1,1,0,NA,2017-09,,
09/01/2017,FACEBOOK,PAGELINK,FY2018_Transfer,12,12,0,12,11,12,12,0,NA,2017-09,,
09/01/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,35,31,48,33,23,36,33,48,NA,2017-09,,
09/01/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-09,,
09/01/2017,N9515.133062BANGORDAILYNEWS0,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/01/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/01/2017,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/02/2017,BDN,DISPLAY,FY2018_Umbrella,3,2,0,3,1,4,3,0,NA,2017-09,,
09/02/2017,DBM,DISPLAY,FY2018_Umbrella,28,27,23,28,26,32,28,24,NA,2017-09,,
09/02/2017,FACEBOOK,PAGELINK,FY2018_Transfer,20,18,289,20,19,22,20,289,NA,2017-09,,
09/02/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,33,28,943,32,23,38,32,944,NA,2017-09,,
09/02/2017,GMAIL,INBOX,FY2018_Gmail,1,1,0,1,0,1,1,0,NA,2017-09,,
09/02/2017,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-09,,
09/02/2017,google,cpc,FY2018_Transfer,1,0,19,0,0,1,0,0,CU - Thank You,2017-09,,
09/02/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/02/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/02/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/02/2017,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/03/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/03/2017,DBM,DISPLAY,FY2018_Umbrella,27,25,2,27,24,31,27,2,NA,2017-09,,
09/03/2017,FACEBOOK,PAGELINK,FY2018_Transfer,18,17,982,18,15,19,18,982,NA,2017-09,,
09/03/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,34,32,1774,34,22,39,34,1775,NA,2017-09,,
09/03/2017,google,cpc,FY2018_Undergrad,1,0,10,0,0,1,0,0,HS - Thank You,2017-09,,
09/03/2017,google,cpc,FY2018_Undergrad,1,0,398,0,0,1,0,0,HS - Thank You,2017-09,,
09/03/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/03/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2017-09,,
09/03/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/04/2017,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2017-09,,
09/04/2017,DBM,DISPLAY,FY2018_Umbrella,27,22,107,25,24,28,25,107,NA,2017-09,,
09/04/2017,Facebook,PageLink,FY2018_Undergrad,1,0,49,0,0,1,0,0,HS - Thank You,2017-09,,
09/04/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,2,2,0,2,1,2,2,0,NA,2017-09,,
09/04/2017,FACEBOOK,PAGELINK,FY2018_Transfer,25,25,0,25,22,25,25,0,NA,2017-09,,
09/04/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,49,38,897,42,34,51,42,896,NA,2017-09,,
09/04/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2017-09,,
09/04/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/04/2017,PANDORA,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/05/2017,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2017-09,,
09/05/2017,DBM,DISPLAY,FY2018_Umbrella,15,14,0,15,15,17,15,0,NA,2017-09,,
09/05/2017,DBM,VIDEO,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/05/2017,FACEBOOK,PAGELINK,FY2018_Transfer,22,18,137,19,12,25,19,138,NA,2017-09,,
09/05/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,32,32,0,32,27,32,32,0,NA,2017-09,,
09/05/2017,google,cpc,FY2018_Undergrad,1,0,19,0,0,1,0,0,HS - Thank You,2017-09,,
09/05/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/05/2017,SJ,DISPLAY,FY2018_Umbrella,3,1,36,2,2,3,2,36,NA,2017-09,,
09/06/2017,BDN,DISPLAY,FY2018_Umbrella,2,1,33,2,2,3,2,33,NA,2017-09,,
09/06/2017,DBM,DISPLAY,FY2018_Umbrella,19,14,133,16,15,26,16,133,NA,2017-09,,
09/06/2017,DBM,VIDEO,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2017-09,,
09/06/2017,FACEBOOK,PAGELINK,FY2017_Courses,1,1,0,1,0,1,1,0,NA,2017-09,,
09/06/2017,FACEBOOK,PAGELINK,FY2018_Transfer,29,24,67,26,18,29,26,67,NA,2017-09,,
09/06/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,45,43,868,45,28,48,45,868,NA,2017-09,,
09/06/2017,google,cpc,FY2018_Gmail,1,0,0,0,0,1,1,0,HS - Thank You,2017-09,,
09/06/2017,google,cpc,FY2018_Gmail,1,0,0,0,0,1,1,0,CU - Thank You,2017-09,,
09/06/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/06/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/06/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/06/2017,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/06/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,39,39,0,39,37,39,39,0,NA,2017-09,,
09/07/2017,BDN,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/07/2017,DBM,DISPLAY,FY2018_Umbrella,27,16,428,20,19,33,20,428,NA,2017-09,,
09/07/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,0,1,1,0,NA,2017-09,,
09/07/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/07/2017,FACEBOOK,PAGELINK,FY2018_Transfer,33,25,281,27,20,36,27,282,NA,2017-09,,
09/07/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,52,46,597,51,37,60,51,597,NA,2017-09,,
09/07/2017,GMAIL,INBOX,FY2018_Gmail,1,1,0,1,1,1,1,0,NA,2017-09,,
09/07/2017,google,cpc,FY2018_Transfer,1,0,5,0,0,1,0,0,CU - Thank You,2017-09,,
09/07/2017,google,cpc,FY2018_Transfer,1,0,18,0,0,1,0,0,CU - Thank You,2017-09,,
09/07/2017,google,cpc,FY2018_Undergrad,2,1,0,1,0,2,2,0,HS - Thank You,2017-09,,
09/07/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,9,4,102,5,2,9,5,103,NA,2017-09,,
09/07/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,81,71,1067,77,62,88,77,1068,NA,2017-09,,
09/08/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/08/2017,DBM,DISPLAY,FY2017_Umbrella,2,0,8,1,0,2,1,8,NA,2017-09,,
09/08/2017,DBM,DISPLAY,FY2018_Umbrella,12,12,0,12,12,12,12,0,NA,2017-09,,
09/08/2017,DBM,VIDEO,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/08/2017,FACEBOOK,PAGELINK,FY2018_Transfer,12,12,0,12,10,12,12,0,NA,2017-09,,
09/08/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,47,42,2764,46,27,53,46,2762,NA,2017-09,,
09/08/2017,google,cpc,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-09,,
09/08/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/08/2017,LINKEDIN,SOCIAL,FY2016_PDP,1,1,0,1,1,1,1,0,NA,2017-09,,
09/08/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2017-09,,
09/08/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/08/2017,PANDORA,DISPLAY,FY2018_Umbrella,2,1,1,2,2,3,2,1,NA,2017-09,,
09/08/2017,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/08/2017,Spotify,Display,FY2018_Umbrella,1,0,259,0,0,2,0,0,HS - Thank You,2017-09,,
09/08/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,127,108,3049,115,92,148,114,3046,NA,2017-09,,
09/09/2017,BDN,DISPLAY,FY2018_Umbrella,6,6,0,6,6,6,6,0,NA,2017-09,,
09/09/2017,DBM,DISPLAY,FY2018_Umbrella,24,22,49,23,19,24,23,49,NA,2017-09,,
09/09/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/09/2017,FACEBOOK,PAGELINK,FY2018_Transfer,18,18,0,18,17,18,18,0,NA,2017-09,,
09/09/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,45,44,12,45,29,46,45,12,NA,2017-09,,
09/09/2017,google,cpc,FY2018_Gmail,1,0,49,0,0,1,0,0,HS - Thank You,2017-09,,
09/09/2017,google,cpc,FY2018_Undergrad,1,0,10,0,0,1,0,0,HS - Thank You,2017-09,,
09/09/2017,google,cpc,FY2018_Undergrad,1,0,49,0,0,2,0,0,HS - Thank You,2017-09,,
09/09/2017,google,cpc,FY2018_Undergrad,2,0,123,1,0,3,1,122,HS - Thank You,2017-09,,
09/09/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,2,2,0,2,2,2,2,0,NA,2017-09,,
09/09/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,1,0,0,1,1,2,1,0,NA,2017-09,,
09/09/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/09/2017,PANDORA,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2017-09,,
09/09/2017,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/09/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,128,104,5465,120,95,145,120,5464,NA,2017-09,,
09/10/2017,BDN,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2017-09,,
09/10/2017,DBM,DISPLAY,FY2018_Umbrella,22,20,26,21,19,23,21,25,NA,2017-09,,
09/10/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/10/2017,FACEBOOK,PAGELINK,FY2018_Transfer,24,23,3,24,20,25,24,3,NA,2017-09,,
09/10/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,52,44,3494,50,32,59,50,3494,NA,2017-09,,
09/10/2017,google,cpc,FY2018_Undergrad,1,0,30,0,0,1,0,0,HS - Thank You,2017-09,,
09/10/2017,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/10/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,121,105,2392,117,86,132,117,2393,NA,2017-09,,
09/11/2017,BDN,DISPLAY,FY2018_Umbrella,10,9,445,10,9,11,10,445,NA,2017-09,,
09/11/2017,DBM,DISPLAY,FY2018_Umbrella,31,24,109,27,23,32,27,108,NA,2017-09,,
09/11/2017,FACEBOOK,PAGELINK,FY2018_Transfer,26,23,850,25,21,30,25,850,NA,2017-09,,
09/11/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,50,44,145,47,31,52,47,144,NA,2017-09,,
09/11/2017,google,cpc,FY2018_Gmail,1,0,0,0,0,1,1,0,DC - Thank You,2017-09,,
09/11/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/11/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/11/2017,PANDORA,DISPLAY,FY2018_Umbrella,6,4,18,5,5,6,5,18,NA,2017-09,,
09/11/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,138,120,5911,131,106,148,131,5912,NA,2017-09,,
09/12/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/12/2017,DBM,DISPLAY,FY2017_Umbrella,2,0,25,1,0,2,1,25,NA,2017-09,,
09/12/2017,DBM,DISPLAY,FY2018_Umbrella,25,23,95,24,23,28,24,95,NA,2017-09,,
09/12/2017,FACEBOOK,PAGELINK,FY2018_Transfer,14,10,117,12,9,16,12,117,NA,2017-09,,
09/12/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,39,37,69,39,18,42,39,69,NA,2017-09,,
09/12/2017,google,cpc,FY2018_Gmail,1,0,11,0,0,1,0,0,GR - Thank You,2017-09,,
09/12/2017,google,cpc,FY2018_Gmail,1,0,12,0,0,1,0,0,CU - Thank You,2017-09,,
09/12/2017,google,cpc,FY2018_Graduate,1,0,0,0,0,1,1,0,GR - Thank You,2017-09,,
09/12/2017,google,cpc,FY2018_Transfer,1,0,22,0,0,1,0,0,CU - Thank You,2017-09,,
09/12/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/12/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,3,3,0,3,2,3,3,0,NA,2017-09,,
09/12/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,88,76,1160,82,63,96,82,1161,NA,2017-09,,
09/13/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/13/2017,DBM,DISPLAY,FY2017_Umbrella,2,1,111,2,0,3,2,111,NA,2017-09,,
09/13/2017,DBM,DISPLAY,FY2018_Umbrella,28,19,273,24,20,37,24,274,NA,2017-09,,
09/13/2017,DBM,VIDEO,FY2018_Umbrella,2,0,70,1,1,2,1,70,NA,2017-09,,
09/13/2017,Facebook,PageLink,FY2018_Undergrad,1,0,0,0,0,1,1,0,HS - Thank You,2017-09,,
09/13/2017,FACEBOOK,NEWSFEED,FY2014_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/13/2017,FACEBOOK,PAGELINK,FY2017_Undergrad,4,4,0,4,4,4,4,0,NA,2017-09,,
09/13/2017,FACEBOOK,PAGELINK,FY2018_Transfer,13,13,0,13,10,13,13,0,NA,2017-09,,
09/13/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,48,40,1095,45,35,52,45,1095,NA,2017-09,,
09/13/2017,GMAIL,INBOX,FY2018_Gmail,1,1,0,1,1,1,1,0,NA,2017-09,,
09/13/2017,INSTAGRAM,NEWSFEED_LINK,FY2017_Undergrad,1,1,0,1,1,1,1,0,NA,2017-09,,
09/13/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/13/2017,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,2,2,2,0,NA,2017-09,,
09/13/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,42,39,1194,42,31,45,42,1194,NA,2017-09,,
09/13/2017,TWITTER,SOCIAL,FY2015_Graduate,1,1,0,1,1,1,1,0,NA,2017-09,,
09/14/2017,BDN,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/14/2017,DBM,DISPLAY,FY2018_Umbrella,25,23,135,24,24,25,24,135,NA,2017-09,,
09/14/2017,DBM,VIDEO,FY2018_Umbrella,3,1,57,2,2,3,2,57,NA,2017-09,,
09/14/2017,FACEBOOK,PAGELINK,FY2018_Transfer,23,21,22,23,21,25,23,22,NA,2017-09,,
09/14/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,90,81,1004,87,69,97,87,1003,NA,2017-09,,
09/14/2017,google,cpc,FY2018_Gmail,1,0,4,0,0,1,0,0,GR - Thank You,2017-09,,
09/14/2017,google,cpc,FY2018_Graduate,1,0,13,0,0,1,0,0,GR - Thank You,2017-09,,
09/14/2017,google,cpc,FY2018_Transfer,1,0,0,0,0,1,1,0,CU - Thank You,2017-09,,
09/14/2017,INSTAGRAM,PAGELINK,FY2018_Undergrad,2,0,20,1,1,2,1,20,NA,2017-09,,
09/14/2017,N9515.127425PANDORA46,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/14/2017,PANDORA,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2017-09,,
09/14/2017,SJ,DISPLAY,FY2018_Umbrella,2,0,16,1,1,2,1,16,NA,2017-09,,
09/14/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,51,46,985,50,36,55,50,985,NA,2017-09,,
09/15/2017,BDN,DISPLAY,FY2018_Umbrella,4,4,0,4,4,4,4,0,NA,2017-09,,
09/15/2017,DBM,DISPLAY,FY2018_Umbrella,35,30,91,33,31,39,33,90,NA,2017-09,,
09/15/2017,DBM,VIDEO,FY2018_Umbrella,4,2,7,4,4,6,4,7,NA,2017-09,,
09/15/2017,FACEBOOK,PAGELINK,fy2017_undergrad,2,2,0,2,2,2,2,0,NA,2017-09,,
09/15/2017,FACEBOOK,PAGELINK,FY2018_Transfer,22,20,346,21,18,22,21,346,NA,2017-09,,
09/15/2017,FACEBOOK,PAGELINK,fy2018_undergrad,2,1,17,2,2,4,2,17,NA,2017-09,,
09/15/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,75,64,1741,72,55,84,72,1744,NA,2017-09,,
09/15/2017,GMAIL,INBOX,FY2018_Gmail,1,1,0,1,1,1,1,0,NA,2017-09,,
09/15/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/15/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/15/2017,SJ,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/15/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,49,43,82,48,36,53,48,82,NA,2017-09,,
09/16/2017,BDN,DISPLAY,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2017-09,,
09/16/2017,BDN,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/16/2017,DBM,DISPLAY,FY2018_Umbrella,38,25,1384,30,29,47,30,1385,NA,2017-09,,
09/16/2017,DBM,VIDEO,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/16/2017,FACEBOOK,PAGELINK,FY2018_Transfer,28,25,17,27,22,30,27,17,NA,2017-09,,
09/16/2017,FACEBOOK,PAGELINK,FY2018_Undergrad,81,73,1686,79,61,85,79,1686,NA,2017-09,,
09/16/2017,MAINETODAY,DISPLAY,FY2018_Umbrella,4,2,30,3,2,4,3,30,NA,2017-09,,
09/16/2017,PANDORA,DISPLAY,FY2018_Umbrella,1,1,0,1,1,1,1,0,NA,2017-09,,
09/16/2017,SJ,DISPLAY,FY2018_Umbrella,2,2,0,2,1,2,2,0,NA,2017-09,,
09/16/2017,SPOTIFY,DISPLAY,FY2018_Umbrella,13,13,0,13,7,13,13,0,NA,2017-09,,
09/17/2017,BDN,VIDEO,FY2018_Umbrella,3,3,0,3,3,3,3,0,NA,2017-09,,
